f2010,IntLgth,9,17,0.388,23,0.4495,4.976242769,19,0.4053,0.0474396,0.1956596,UGSF19,UGSF25,b246
f2010,IntLgth,9,26,0.4877,26,0.4877,3.610879766,26,0.4877,0.0377661,0.1768559,UGSF29,UGSF29,UGSF29
f2010,IntLgth,9,56,0.7945,70,0.9021,5.992072353,68,0.873,0.0648953,0.2111845,UGSF73,UGSF102,UGSF99
f2010,HgtperDF,2,38,0.5481,38,0.5481,3.974072961,38,0.5481,0.0368662,0.0422381,UGSF231,UGSF231,UGSF231
f2010,HgtperDF,2,72,0.9661,78,1.0326,5.89474633,75,0.9989,0.0564338,0.0481072,UGSF271,UGSF277,UGSF274
f2010,HgtperDF,3,1,0.0001,2,0.0182,3.827976896,1,0.0001,0.0360045,0.0319204,UGSF675,UGSF674,UGSF675
f2010,HgtperDF,5,26,0.6505,45,0.8231,7.32951153,37,0.7431,0.0709301,0.0484937,UGSF335,UGSF358,UGSF349
f2010,HgtperDF,5,50,0.904,74,1.1107,16.24476099,68,1.0299,0.1787968,-0.0843462,UGSF365,p2,UGSF383
f2010,HgtperDF,6,29,0.4442,33,0.4652,3.860372427,33,0.4652,0.0353275,0.0359532,p10,UGSF716,UGSF716
f2010,HgtperDF,7,31,0.5812,37,0.6562,4.393464171,35,0.6256,0.0408163,0.0366785,UGSF645,UGSF651,UGSF648
f2010,HgtperDF,7,39,0.6735,41,0.6907,3.660299379,39,0.6735,0.0307571,0.0321027,UGSF654,UGSF656,UGSF654
f2010,HgtperDF,7,52,0.9122,53,0.9729,8.984296621,53,0.9529,0.0889567,-0.0732047,b107,b200,b200
f2010,HgtperDF,9,11,0.3085,26,0.4877,11.09537067,17,0.388,0.1127856,0.0632301,p44,UGSF29,UGSF19
f2010,HgtperDF,9,75,1.0142,87,1.1911,7.113264527,84,1.1415,0.0686384,0.0462178,UGSF112,b174,UGSF121
f2010,Tillers,1,15,0.2399,17,0.2989,4.081559324,16,0.2772,0.0348896,-0.4536783,UGSF413,c1246,UGSF414
f2010,Tillers,1,44,0.637,61,0.8025,7.451763962,50,0.701,0.066222,-0.636311,UGSF473,UGSF484,UGSF479
f2010,Tillers,2,1,0.0001,6,0.1342,7.003551616,3,0.0569,0.0693072,-0.6884049,UGSF160,UGSF165,UGSF161
f2010,Tillers,2,83,1.1352,86,1.2258,4.26439197,84,1.1468,0.0364383,-0.4471191,UGSF281,UGSF284,UGSF282
f2010,Tillers,5,52,0.9335,73,1.077,7.423293559,70,1.0384,0.0665242,0.6667838,UGSF367,UGSF387,UGSF385
f2010,Tillers,7,11,0.1868,17,0.3698,7.253784179,17,0.2698,0.0645011,-0.5810083,UGSF621,UGSF626,UGSF626
f2010,Tillers,7,54,0.99,55,1.0371,4.71849392,54,1.01,0.0430816,-0.6045808,UGSF778,UGSF777,UGSF778
f2010,Tillers,9,14,0.3547,14,0.3547,3.696582211,14,0.3547,0.0321866,-0.4847646,UGSF15,UGSF15,UGSF15
f2010,TillersperDF,1,15,0.2399,19,0.3266,4.622114436,16,0.2572,0.0404975,-0.0162279,UGSF413,UGSF416,UGSF414
f2010,TillersperDF,2,3,0.0569,3,0.0569,3.721210979,3,0.0569,0.0375143,-0.0162903,UGSF161,UGSF161,UGSF161
f2010,TillersperDF,2,83,1.1352,84,1.1468,4.08174696,84,1.1468,0.0317873,-0.012964,UGSF281,UGSF282,UGSF282
f2010,TillersperDF,3,4,0.0992,6,0.1042,3.926854121,5,0.1013,0.0355389,-0.0135494,UGSF672,UGSF671,MPGD5
f2010,TillersperDF,4,14,0.4297,17,0.4632,6.296883393,16,0.459,0.0635501,-0.0191045,UGSF896,UGSF898,d3_HaeIII
f2010,TillersperDF,5,11,0.4669,23,0.6172,5.943882502,17,0.5709,0.0525833,-0.0175358,UGSF300,UGSF331,UGSF290
f2010,TillersperDF,5,67,1.0292,72,1.0455,5.025606336,70,1.0384,0.0461524,0.0169642,UGSF382,p17x,UGSF385
f2010,TillersperDF,7,14,0.2516,17,0.3298,5.508395748,17,0.2698,0.0484971,-0.0164056,UGSF623,UGSF626,UGSF626
f2010,TillersperDF,7,52,0.9322,55,1.0571,7.541796361,54,0.99,0.0682065,-0.0258402,b107,UGSF777,UGSF778
f2010,Axbs,5,46,0.8364,50,0.884,4.502145879,49,0.859,0.0654082,-0.1467268,UGSF360,UGSF365,UGSF364
f2010,Axbs,9,3,0.0616,3,0.0616,3.671590485,3,0.0616,0.0584514,0.1464483,UGSF4,UGSF4,UGSF4
f2010,Axbs,9,84,1.1615,84,1.1615,3.585400699,84,1.1615,0.0621604,-0.1563293,UGSF121,UGSF121,UGSF121
f2010,Axbs,9,88,1.2011,91,1.2329,4.898915661,90,1.2272,0.0747233,-0.1598542,UGSF124,UGSF128,UGSF127
f2010,TotBrchs,1,15,0.2399,17,0.2789,4.321343525,16,0.2572,0.05042,-0.582547,UGSF413,c1246,UGSF414
f2010,TotBrchs,1,53,0.7327,53,0.7327,3.512964345,53,0.7327,0.0400903,-0.5172206,p33,p33,p33
f2010,TotBrchs,2,1,0.0001,3,0.0969,5.048081582,2,0.0229,0.0555134,-0.6820789,UGSF160,UGSF161,UGSF158
f2010,TotBrchs,2,5,0.1166,5,0.1166,3.440513485,5,0.1166,0.0355866,-0.5614455,UGSF163,UGSF163,UGSF163
f2010,TotBrchs,3,4,0.0992,5,0.1013,3.385750651,5,0.1013,0.0399771,-0.4917099,UGSF672,MPGD5,MPGD5
f2010,TotBrchs,4,14,0.4297,17,0.4632,5.036715778,16,0.459,0.0582016,-0.5962869,UGSF896,UGSF898,d3_HaeIII
f2010,TotBrchs,7,12,0.1944,12,0.1944,3.410795492,12,0.1944,0.039612,-0.499165,c734,c734,c734
f2010,TotBrchs,7,14,0.2516,17,0.3498,4.475299553,17,0.2698,0.0511863,-0.5616006,UGSF623,UGSF626,UGSF626
f2010,TotBrchsperDF,1,49,0.6834,60,0.7895,5.269483931,50,0.701,0.0449912,-0.0182263,UGSF478,UGSF485,UGSF479
f2010,TotBrchsperDF,3,4,0.0792,6,0.1042,4.759498914,6,0.1042,0.0404206,-0.0158102,UGSF672,UGSF671,UGSF671
f2010,TotBrchsperDF,4,12,0.3736,18,0.4675,5.606084361,16,0.459,0.0516653,-0.018158,UGSF895,UGSF899,d3_HaeIII
f2010,TotBrchsperDF,5,11,0.4669,22,0.6057,6.771102515,19,0.5766,0.0590431,-0.0207012,UGSF300,UGSF330,UGSF325
f2010,TotBrchsperDF,7,14,0.2316,17,0.3498,5.508986363,17,0.2698,0.0472067,-0.0175659,UGSF623,UGSF626,UGSF626
f2010,TotBrchsperDF,7,53,0.9729,55,1.0371,4.553732628,54,1.01,0.0416333,-0.0212531,b200,UGSF777,UGSF778
